workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
1338,list2,,,,,,0.0-6.0-0.2,neutral,0,,5280,control,5000,246,audio/246_CN10.wav,,71851,,10,audio-slider-response,10,
1338,list2,,,,,,0.0-6.0-1.2,,,,,,,,,,72352,,11,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.3,neutral,0,,5467,control,5000,246,audio/246_CN15.wav,,77822,,12,audio-slider-response,15,
1338,list2,,,,,,0.0-6.0-1.3,,,,,,,,,,78323,,13,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.4,neutral,0,,5424,low,5000,246,audio/246_SN17_low.wav,,83748,,14,audio-slider-response,17,
1338,list2,,,,,,0.0-6.0-1.4,,,,,,,,,,84249,,15,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.5,neutral,0,,4208,low,5000,246,audio/246_SN21_low.wav,,88459,,16,audio-slider-response,21,
1338,list2,,,,,,0.0-6.0-1.5,,,,,,,,,,88961,,17,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.6,neutral,7882,,4656,mid,5000,723,audio/723_SN9_mid.wav,,93621,,18,audio-slider-response,9,
1338,list2,,,,,,0.0-6.0-1.6,,,,,,,,,,94122,,19,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.7,neutral,0,,3413,control,5000,246,audio/246_CN16.wav,,97534,,20,audio-slider-response,16,
1338,list2,,,,,,0.0-6.0-1.7,,,,,,,,,,98035,,21,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.8,neutral,8610,,4043,high,5000,723,audio/723_SN7_high.wav,,102080,,22,audio-slider-response,7,
1338,list2,,,,,,0.0-6.0-1.8,,,,,,,,,,102582,,23,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.9,neutral,422,,4485,mid,5000,246,audio/246_SN18_mid.wav,,107069,,24,audio-slider-response,18,
1338,list2,,,,,,0.0-6.0-1.9,,,,,,,,,,107571,,25,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.10,neutral,10000,,3947,control,5000,723,audio/723_CN2.wav,,111517,,26,audio-slider-response,2,
1338,list2,,,,,,0.0-6.0-1.10,,,,,,,,,,112018,,27,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.11,neutral,9080,,2976,control,5000,723,audio/723_CN9.wav,,114999,,28,audio-slider-response,9,
1338,list2,,,,,,0.0-6.0-1.11,,,,,,,,,,115500,,29,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.12,neutral,8790,,2603,high,5000,723,audio/723_SN14_high.wav,,118105,,30,audio-slider-response,14,
1338,list2,,,,,,0.0-6.0-1.12,,,,,,,,,,118606,,31,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.13,neutral,24,,3643,low,5000,246,audio/246_SN10_low.wav,,122247,,32,audio-slider-response,10,
1338,list2,,,,,,0.0-6.0-1.13,,,,,,,,,,122749,,33,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.14,neutral,10000,,3936,control,5000,723,audio/723_CN7.wav,,126687,,34,audio-slider-response,7,
1338,list2,,,,,,0.0-6.0-1.14,,,,,,,,,,127190,,35,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.15,neutral,10000,,4144,control,5000,723,audio/723_CN18.wav,,131339,,36,audio-slider-response,18,
1338,list2,,,,,,0.0-6.0-1.15,,,,,,,,,,131841,,37,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.16,neutral,7734,,2880,control,5000,723,audio/723_CN17.wav,,134725,,38,audio-slider-response,17,
1338,list2,,,,,,0.0-6.0-1.16,,,,,,,,,,135226,,39,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.17,neutral,540,,4091,high,5000,246,audio/246_SN14_high.wav,,139320,,40,audio-slider-response,14,
1338,list2,,,,,,0.0-6.0-1.17,,,,,,,,,,139821,,41,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.18,neutral,0,,3088,high,5000,246,audio/246_SN1_high.wav,,142910,,42,audio-slider-response,1,
1338,list2,,,,,,0.0-6.0-1.18,,,,,,,,,,143412,,43,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.19,neutral,7589,,4944,control,5000,723,audio/723_CN16.wav,,148358,,44,audio-slider-response,16,
1338,list2,,,,,,0.0-6.0-1.19,,,,,,,,,,148860,,45,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.20,neutral,121,,3285,control,5000,246,audio/246_CN9.wav,,152147,,46,audio-slider-response,9,
1338,list2,,,,,,0.0-6.0-1.20,,,,,,,,,,152648,,47,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.21,neutral,0,,3008,low,5000,246,audio/246_SN2_low.wav,,155656,,48,audio-slider-response,2,
1338,list2,,,,,,0.0-6.0-1.21,,,,,,,,,,156158,,49,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.22,neutral,9288,,2725,control,5000,723,audio/723_CN3.wav,,158885,,50,audio-slider-response,3,
1338,list2,,,,,,0.0-6.0-1.22,,,,,,,,,,159387,,51,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.23,neutral,9443,,4048,control,5000,723,audio/723_CN5.wav,,163440,,52,audio-slider-response,5,
1338,list2,,,,,,0.0-6.0-1.23,,,,,,,,,,163942,,53,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.24,neutral,78,,3888,control,5000,246,audio/246_CN13.wav,,167836,,54,audio-slider-response,13,
1338,list2,,,,,,0.0-6.0-1.24,,,,,,,,,,168337,,55,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.25,neutral,8800,,4021,mid,5000,723,audio/723_SN18_mid.wav,,172364,,56,audio-slider-response,18,
1338,list2,,,,,,0.0-6.0-1.25,,,,,,,,,,172865,,57,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.26,neutral,6,,3280,high,5000,246,audio/246_SN13_high.wav,,176146,,58,audio-slider-response,13,
1338,list2,,,,,,0.0-6.0-1.26,,,,,,,,,,176648,,59,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.27,neutral,8977,,3552,low,5000,723,audio/723_SN21_low.wav,,180202,,60,audio-slider-response,21,
1338,list2,,,,,,0.0-6.0-1.27,,,,,,,,,,180704,,61,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.28,neutral,8444,,3019,control,5000,723,audio/723_CN8.wav,,183721,,62,audio-slider-response,8,
1338,list2,,,,,,0.0-6.0-1.28,,,,,,,,,,184222,,63,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.29,neutral,7784,,4443,control,5000,723,audio/723_CN10.wav,,188663,,64,audio-slider-response,10,
1338,list2,,,,,,0.0-6.0-1.29,,,,,,,,,,189165,,65,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.30,neutral,48,,3467,high,5000,246,audio/246_SN3_high.wav,,192634,,66,audio-slider-response,3,
1338,list2,,,,,,0.0-6.0-1.30,,,,,,,,,,193135,,67,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.31,neutral,6994,,2875,mid,5000,723,audio/723_SN15_mid.wav,,196012,,68,audio-slider-response,15,
1338,list2,,,,,,0.0-6.0-1.31,,,,,,,,,,196513,,69,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.32,neutral,199,,3616,control,5000,246,audio/246_CN14.wav,,200133,,70,audio-slider-response,14,
1338,list2,,,,,,0.0-6.0-1.32,,,,,,,,,,200635,,71,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.33,neutral,69,,2837,control,5000,246,audio/246_CN20.wav,,203474,,72,audio-slider-response,20,
1338,list2,,,,,,0.0-6.0-1.33,,,,,,,,,,203976,,73,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.34,neutral,8883,,3008,high,5000,723,audio/723_SN8_high.wav,,206983,,74,audio-slider-response,8,
1338,list2,,,,,,0.0-6.0-1.34,,,,,,,,,,207485,,75,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.35,neutral,6798,,2875,control,5000,723,audio/723_CN15.wav,,210361,,76,audio-slider-response,15,
1338,list2,,,,,,0.0-6.0-1.35,,,,,,,,,,210862,,77,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.36,neutral,8762,,2523,control,5000,723,audio/723_CN14.wav,,213383,,78,audio-slider-response,14,
1338,list2,,,,,,0.0-6.0-1.36,,,,,,,,,,213885,,79,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.37,neutral,172,,4581,high,5000,246,audio/246_SN7_high.wav,,218470,,80,audio-slider-response,7,
1338,list2,,,,,,0.0-6.0-1.37,,,,,,,,,,218972,,81,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.38,neutral,0,,4101,mid,5000,246,audio/246_SN15_mid.wav,,223077,,82,audio-slider-response,15,
1338,list2,,,,,,0.0-6.0-1.38,,,,,,,,,,223579,,83,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.39,neutral,8578,,4293,mid,5000,723,audio/723_SN5_mid.wav,,227878,,84,audio-slider-response,5,
1338,list2,,,,,,0.0-6.0-1.39,,,,,,,,,,228379,,85,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.40,neutral,20,,3552,high,5000,246,audio/246_SN8_high.wav,,231934,,86,audio-slider-response,8,
1338,list2,,,,,,0.0-6.0-1.40,,,,,,,,,,232436,,87,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.41,neutral,153,,3509,mid,5000,246,audio/246_SN20_mid.wav,,235944,,88,audio-slider-response,20,
1338,list2,,,,,,0.0-6.0-1.41,,,,,,,,,,236445,,89,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.42,neutral,8698,,2805,high,5000,723,audio/723_SN13_high.wav,,239253,,90,audio-slider-response,13,
1338,list2,,,,,,0.0-6.0-1.42,,,,,,,,,,239755,,91,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.43,neutral,298,,3792,low,5000,246,audio/246_SN16_low.wav,,243552,,92,audio-slider-response,16,
1338,list2,,,,,,0.0-6.0-1.43,,,,,,,,,,244053,,93,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.44,neutral,639,,4139,control,5000,246,audio/246_CN4.wav,,248195,,94,audio-slider-response,4,
1338,list2,,,,,,0.0-6.0-1.44,,,,,,,,,,248697,,95,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.45,neutral,8864,,3381,low,5000,723,audio/723_SN10_low.wav,,252078,,96,audio-slider-response,10,
1338,list2,,,,,,0.0-6.0-1.45,,,,,,,,,,252579,,97,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.46,neutral,215,,4965,control,5000,246,audio/246_CN8.wav,,257543,,98,audio-slider-response,8,
1338,list2,,,,,,0.0-6.0-1.46,,,,,,,,,,258045,,99,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.47,neutral,7586,,3189,mid,5000,723,audio/723_SN20_mid.wav,,261238,,100,audio-slider-response,20,
1338,list2,,,,,,0.0-6.0-1.47,,,,,,,,,,261739,,101,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.48,neutral,0,,3365,mid,5000,246,audio/246_SN19_mid.wav,,265107,,102,audio-slider-response,19,
1338,list2,,,,,,0.0-6.0-1.48,,,,,,,,,,265608,,103,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.49,neutral,9781,,4059,low,5000,723,audio/723_SN2_low.wav,,269666,,104,audio-slider-response,2,
1338,list2,,,,,,0.0-6.0-1.49,,,,,,,,,,270168,,105,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.50,neutral,8073,,3077,low,5000,723,audio/723_SN4_low.wav,,273247,,106,audio-slider-response,4,
1338,list2,,,,,,0.0-6.0-1.50,,,,,,,,,,273749,,107,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.51,neutral,939,,3547,mid,5000,246,audio/246_SN9_mid.wav,,277296,,108,audio-slider-response,9,
1338,list2,,,,,,0.0-6.0-1.51,,,,,,,,,,277798,,109,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.52,neutral,939,,3243,control,5000,246,audio/246_CN3.wav,,281043,,110,audio-slider-response,3,
1338,list2,,,,,,0.0-6.0-1.52,,,,,,,,,,281544,,111,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.53,neutral,7729,,2859,control,5000,723,audio/723_CN19.wav,,284404,,112,audio-slider-response,19,
1338,list2,,,,,,0.0-6.0-1.53,,,,,,,,,,284906,,113,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.54,neutral,8503,,2891,high,5000,723,audio/723_SN1_high.wav,,287802,,114,audio-slider-response,1,
1338,list2,,,,,,0.0-6.0-1.54,,,,,,,,,,288303,,115,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.55,neutral,2797,,4443,mid,5000,246,audio/246_SN5_mid.wav,,292749,,116,audio-slider-response,5,
1338,list2,,,,,,0.0-6.0-1.55,,,,,,,,,,293251,,117,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.56,neutral,7398,,2720,low,5000,723,audio/723_SN16_low.wav,,295970,,118,audio-slider-response,16,
1338,list2,,,,,,0.0-6.0-1.56,,,,,,,,,,296472,,119,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.57,neutral,1267,,3552,control,5000,246,audio/246_CN21.wav,,300023,,120,audio-slider-response,21,
1338,list2,,,,,,0.0-6.0-1.57,,,,,,,,,,300525,,121,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.58,neutral,10000,,3365,control,5000,723,audio/723_CN13.wav,,303889,,122,audio-slider-response,13,
1338,list2,,,,,,0.0-6.0-1.58,,,,,,,,,,304391,,123,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.59,neutral,155,,3499,low,5000,246,audio/246_SN4_low.wav,,307890,,124,audio-slider-response,4,
1338,list2,,,,,,0.0-6.0-1.59,,,,,,,,,,308392,,125,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.60,neutral,9779,,3456,high,5000,723,audio/723_SN3_high.wav,,311849,,126,audio-slider-response,3,
1338,list2,,,,,,0.0-6.0-1.60,,,,,,,,,,312350,,127,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.61,neutral,10000,,3925,control,5000,723,audio/723_CN1.wav,,316276,,128,audio-slider-response,1,
1338,list2,,,,,,0.0-6.0-1.61,,,,,,,,,,316778,,129,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.62,neutral,40,,3792,control,5000,246,audio/246_CN17.wav,,320572,,130,audio-slider-response,17,
1338,list2,,,,,,0.0-6.0-1.62,,,,,,,,,,321074,,131,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.63,neutral,799,,4427,control,5000,246,audio/246_CN7.wav,,325502,,132,audio-slider-response,7,
1338,list2,,,,,,0.0-6.0-1.63,,,,,,,,,,326004,,133,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.64,neutral,383,,3989,control,5000,246,audio/246_CN5.wav,,329991,,134,audio-slider-response,5,
1338,list2,,,,,,0.0-6.0-1.64,,,,,,,,,,330492,,135,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.65,neutral,10000,,3675,low,5000,723,audio/723_SN17_low.wav,,334169,,136,audio-slider-response,17,
1338,list2,,,,,,0.0-6.0-1.65,,,,,,,,,,334671,,137,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.66,neutral,9918,,3429,control,5000,723,audio/723_CN20.wav,,338101,,138,audio-slider-response,20,
1338,list2,,,,,,0.0-6.0-1.66,,,,,,,,,,338603,,139,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.67,neutral,97,,2928,control,5000,246,audio/246_CN1.wav,,341534,,140,audio-slider-response,1,
1338,list2,,,,,,0.0-6.0-1.67,,,,,,,,,,342036,,141,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.68,neutral,22,,3083,control,5000,246,audio/246_CN2.wav,,345119,,142,audio-slider-response,2,
1338,list2,,,,,,0.0-6.0-1.68,,,,,,,,,,345620,,143,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.69,neutral,8630,,3120,control,5000,723,audio/723_CN21.wav,,348738,,144,audio-slider-response,21,
1338,list2,,,,,,0.0-6.0-1.69,,,,,,,,,,349240,,145,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.70,neutral,0,,3413,control,5000,246,audio/246_CN19.wav,,352653,,146,audio-slider-response,19,
1338,list2,,,,,,0.0-6.0-1.70,,,,,,,,,,353155,,147,html-keyboard-response,,
1338,list2,,,,,,0.0-6.0-0.71,neutral,9348,,4203,control,5000,723,audio/723_CN4.wav,,357355,,148,audio-slider-response,4,
1338,list2,,,,,,0.0-6.0-1.71,,,,,,,,,,357856,,149,html-keyboard-response,,
1338,list2,,,,,,0.0-7.0,,0,,10611,,,,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <p>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</p>
        </div>
",,368468,,150,html-button-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.0,,971,,7577,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,376047,,151,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.1,,88,,3980,,5000,,Some types of work are just not appropriate for women.<br><br>,,380028,,152,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.2,,2530,,5068,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,385098,,153,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.3,,24,,5015,,5000,,Mothers should work only if necessary.<br><br>,,390114,,154,html-slider-response,,
1338,list2,,NEGATIVE,,,,0.0-8.0-0.4,,10000,,4507,,5000,,People should be treated the same regardless of their sex.<br><br>,,394622,,155,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.5,,6555,,3719,,5000,,Girls should be protected and watched over more than boys.<br><br>,,398343,,156,html-slider-response,,
1338,list2,,NEGATIVE,,,,0.0-8.0-0.6,,8385,,4185,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,402529,,157,html-slider-response,,
1338,list2,,NEGATIVE,,,,0.0-8.0-0.7,,0,,5365,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,407895,,158,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.8,,4486,,3555,,5000,,Men are more sexual than women.<br><br>,,411452,,159,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.9,,1770,,4376,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,415829,,160,html-slider-response,,
1338,list2,,NEGATIVE,,,,0.0-8.0-0.10,,9986,,4952,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,420782,,161,html-slider-response,,
1338,list2,,NEGATIVE,,,,0.0-8.0-0.11,,10000,,4299,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,425082,,162,html-slider-response,,
1338,list2,,POSITIVE,,,,0.0-8.0-0.12,,0,,5210,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,430294,,163,html-slider-response,,
1338,list2,,,,,,0.0-9.0,,0,,5595,,,,"    
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</p>
    </div>
",,435890,,164,html-button-response,,
1338,list2,[],,,,,0.0-10.0,,"{'age': '68', 'race': 'white', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'male', 'region': 'Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'Nope!', 'language': 'English', 'education': 'Hold a higher degree', 'political': 'Very Progressive'}",,63110,,,,,,499071,,165,survey,,
1338,list2,,,,,,0.0-11.0,,0,,2202,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,501274,,166,html-button-response,,
1371,list2,,,[],[],[],0.0-0.0,,,,,,,,,True,1091,False,0,preload,,
1371,list2,,,,,,0.0-1.0,,0,,29141,,,,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 minutes.</p>
            <h3>RISKS AND BENEFITS</h3>
            <p> The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PARTICIPANT RIGHTS</h3> 
            <p>If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",,30235,,1,html-button-response,,
